English name,Set name,Card number,Variant,Exclusive full art,Image link
Sylveon,Gem Pack Vol. 2 (CBB2C),09 05/15,Star finish,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/905.png
Sylveon,Gem Pack Vol. 2 (CBB2C),09 06/15,Star finish,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/906.png
Sylveon,Gem Pack Vol. 2 (CBB2C),09 07/15,Flower finish,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/907.png
Sylveon,Gem Pack Vol. 2 (CBB2C),09 08/15,Flower finish,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/908.png
Sylveon,Gem Pack Vol. 2 (CBB2C),09 09/15,Master Ball pattern,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/909.png
Sylveon,Gem Pack Vol. 2 (CBB2C),09 10/15,Master Ball pattern,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/910.png
Sylveon,Gem Pack Vol. 2 (CBB2C),09 11/15,Gem Pack logo gold foil,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/911.png
Sylveon,Gem Pack Vol. 2 (CBB2C),09 12/15,Gem Pack logo gold foil,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/912.png
Sylveon V,Gem Pack Vol. 2 (CBB2C),09 13/15,Pokémon V,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/913.png
Sylveon VMAX,Gem Pack Vol. 2 (CBB2C),09 14/15,Pokémon VMAX,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/914.png
Sylveon,Gem Pack Vol. 2 (CBB2C),09 15/15,Exclusive full art,Yes,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/915.png
Poké Ball,Gem Pack Vol. 2 (CBB2C),10 01/04,Gem Pack logo gold foil,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/1001.png
Level Ball,Gem Pack Vol. 2 (CBB2C),10 02/04,Gem Pack logo gold foil,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/1002.png
Quick Ball,Gem Pack Vol. 2 (CBB2C),10 03/04,Gem Pack logo gold foil,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/1003.png
Penny,Gem Pack Vol. 2 (CBB2C),10 04/04,Full art,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/1004.png
Basic Lightning Energy,Gem Pack Vol. 2 (CBB2C),11 01/06,Special energy holo,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/1101.png
Basic Psychic Energy,Gem Pack Vol. 2 (CBB2C),11 02/06,Special energy holo,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/1102.png
Basic Darkness Energy,Gem Pack Vol. 2 (CBB2C),11 03/06,Special energy holo,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/1103.png
Basic Lightning Energy,Gem Pack Vol. 2 (CBB2C),11 04/06,Gem Pack logo gold foil,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/1104.png
Basic Psychic Energy,Gem Pack Vol. 2 (CBB2C),11 05/06,Gem Pack logo gold foil,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/1105.png
Basic Darkness Energy,Gem Pack Vol. 2 (CBB2C),11 06/06,Gem Pack logo gold foil,,https://dextcg.com/cdn-cgi/image/w%3D2048%2Cq%3D75%2Cf%3Dauto/https%3A//static.dextcg.com/cards/scn_cbb2/1106.png
